"Time","Vertical Speed","Horizontal Speed","Distance","Altitude","Angle","Weight","Acceleration","Fuel"
"410.0","25.014008541209638","254.45174717836258","-76512.4793525897","3493.8745248811606","58.3","215.84188515359207","2.6247775262602797","50.84188515359207"
"420.0","25.013773050680104","231.9639522539272","-78933.60035072015","3243.735726103217","58.3","213.83876615244696","2.665611395443721","48.83876615244697"
"430.0","25.013527115121978","209.12631296899102","-81127.92371110224","2993.5993395720366","58.3","211.8235240875176","2.707080513971846","46.823524087517605"
"440.0","25.01327060857599","185.93338682740054","-83091.9211257055","2743.4654704352706","58.3","209.79638202177193","2.749194762916944","44.796382021771926"
"450.0","25.01300341084277","162.37964667718163","-84822.00939700846","2493.334225068809","58.3","207.75757245958275","2.7919641769885506","42.75757245958275"
"460.0","25.01272540788322","138.4594793942592","-86314.5495842177","2243.2057110169894","58.3","205.70733745079843","2.8353989469216034","40.70733745079845"
"470.0","25.012436492228506","114.16718454571625","-87565.84613621175","1993.080036928747","58.3","203.64592868916287","2.879509421901818","38.645928689162865"
"480.0","25.01213656339936","89.49697303227315","-88572.14601100354","1742.9573124896094","58.3","201.5736076047163","2.924306112028855","36.57360760471631"
"490.0","25.011825528334274","64.44296570966355","-89329.637781512","1492.8376483494583","58.3","199.49064544980115","2.969799690817859","34.49064544980115"
"500.0","25.011503301826355","38.99919198857793","-89834.45072742959","1242.7211560459539","58.3","197.397323378288","3.016000997740026","32.397323378288"
"510.0","25.0111698069682","13.159588412840607","-90082.65391297002","992.6079479235478","58.3","195.29393251763076","3.062921040802746","30.29393251763076"
"520.0","24.983726039139786","-2.536729726802815","-90096.59808416979","742.5623333836418","58.3","193.18294480831588","3.0926092605663937","28.182944808315895"
"530.0","24.974509745528586","-2.536729726802815","-90071.2307869017","492.82698813035114","58.3","191.0968403714554","3.081678553424378","26.096840371455382"
"540.0","22.298050545553068","0.0","-90061.08386799446","250.31490535578268","40.3","189.02897355254677","3.102454149178571","24.028973552546784"
"549.0","11.77667761470246","0.0","-90061.08386799446","97.9318081310486","13.299999999999997","187.1710681251546","3.112381084129783","22.1710681251546"
"550.0","10.336452433679792","0.0","-90061.08386799446","87.5953556973688","10.299999999999997","186.96661213811973","3.1032970515154368","21.966612138119725"
"551.0","8.880309334575605","0.0","-90061.08386799446","78.7150463627932","7.299999999999997","186.75052281345145","3.2836666407035064","21.750522813451447"
"552.0","7.227885777013711","0.0","-90061.08386799446","71.48716058577949","4.299999999999997","186.53877048912082","3.2214148118373918","21.53877048912081"
"553.0","5.629300127316608","0.0","-90061.08386799446","65.85786045846288","1.2999999999999972","186.3609979504265","2.7070558882141964","21.360997950426512"
"554.0","4.544244239102412","0.0","-90061.08386799446","61.31361621936047","0.0","186.23445600688933","1.9282442311862307","21.234456006889317"
"555.0","4.238000007916181","0.0","-90061.08386799446","57.075616211444284","0.0","186.14581473023503","1.3513576399680487","21.14581473023503"
"556.0","4.5086423679481324","0.0","-90061.08386799446","52.56697384349615","0.0","186.06099632179553","1.2936665586727927","21.060996321795514"
"557.0","4.83697580927534","0.0","-90061.08386799446","47.72999803422081","0.0","185.94282392594926","1.8035334154870162","20.942823925949252"
"558.0","4.655442393788324","0.0","-90061.08386799446","43.07455564043249","0.0","185.78035869232195","2.4816939237601865","20.78035869232195"
"559.0","3.795748470028137","0.0","-90061.08386799446","39.278807170404356","0.0","185.60150126189382","2.7347213260478704","20.60150126189382"
"560.0","2.683027143980267","0.0","-90061.08386799446","36.59578002642409","0.0","185.45529134744373","2.237304875363045","20.455291347443726"
"561.0","2.0677222686172216","0.0","-90061.08386799446","34.52805775780686","0.0","185.3736245910545","1.250215675968508","20.373624591054497"
"562.0","2.439506592648714","0.0","-90061.08386799446","32.08855116515815","0.0","185.31867599738607","0.8414435156575767","20.318675997386066"
"563.0","3.220063076991137","0.0","-90061.08386799446","28.868488088167013","0.0","185.2433173611879","1.1544577815672958","20.243317361187916"
"564.0","3.6876052954238414","0.0","-90061.08386799446","25.18088279274317","0.0","185.1225567672236","1.8512005714278434","20.122556767223614"
"565.0","3.458404723995998","0.0","-90061.08386799446","21.722478068747172","0.0","184.96264986603242","2.4534134597467356","19.962649866032425"
"566.0","2.6269912642492628","0.0","-90061.08386799446","19.09548680449791","0.0","184.80374478822313","2.440139094305494","19.803744788223124"
"567.0","1.808852169943769","0.0","-90061.08386799446","17.28663463455414","0.0","184.69187739840382","1.7188709981251953","19.691877398403808"
"568.0","1.7119811718185738","0.0","-90061.08386799446","15.574653462735567","0.0","184.61803277710254","1.1350952953903","19.618032777102556"
"569.0","2.1988858764282737","0.0","-90061.08386799446","13.375767586307294","0.0","184.55104683531232","1.0300415168340382","19.551046835312313"
"570.0","2.7908443595942356","0.0","-90061.08386799446","10.584923226713059","0.0","184.46067621805472","1.390308017624343","19.460676218054715"
"571.0","3.022536341969893","0.0","-90061.08386799446","7.562386884743166","0.0","184.34320127703725","1.8084465839133455","19.34320127703726"
"572.0","2.8360897580565476","0.0","-90061.08386799446","4.726297126686618","0.0","184.20909305607054","2.066007586871024","19.20909305607054"
"573.0","2.392082171185524","0.0","-90061.08386799446","2.3342149555010945","0.0","184.08364798516703","1.93386415728189","19.083647985167037"
"574.0","2.080218013903634","0.0","-90061.08386799446","0.25399694159746034","0.0","183.97443516144048","1.6846269063219046","18.97443516144048"
